input,golds,options,preds
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Di manakah pusat pemerintahan Kesultanan Perak yang pertama?
A. Tanah Abang
B. Taiping
C. Kampar
D. Kuala Kangsar
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Tanah Abang', 'B. Taiping', 'C. Kampar', 'D. Kuala Kangsar']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Amalan protokol dalam golongan pemeritah masyarakat Melayu tradisional menggambarkan pengaruh kerajaan
A. Bani Abbasiyah
B. Bani Umaiyah
C. Uthmaniyah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Bani Abbasiyah', 'B. Bani Umaiyah', 'C. Uthmaniyah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Bagaimanakah bahasa kebangsaan diperkukuhkan sebagai bahasa pengantar utama dalam sistem pendidikan kebangsaan?
A. Melalui Akta Pendidikan 1996
B. Melalui laporan Rahman Talib
C. Melalui pelaksanaan Falsafah Pendidikan Kebangsaan
D. Melalui Kajian Aminuddin Baki
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Melalui Akta Pendidikan 1996', 'B. Melalui laporan Rahman Talib', 'C. Melalui pelaksanaan Falsafah Pendidikan Kebangsaan', 'D. Melalui Kajian Aminuddin Baki']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Masyarakat India menjadikan aktiviti menoreh getah sebagai kegiatan ekonomi utama pada zaman dahulu. Mereka biasanya tinggal di kawasan penempatan  _____ 
A. ladang sawit
B. kawasan perlombongan
C. ladang getah
D. ladang teh
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. ladang sawit', 'B. kawasan perlombongan', 'C. ladang getah', 'D. ladang teh']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Bapa kemerdekaan Malaysia ialah Tunku Abdul Rahman Putra al Haj.
A. Betul
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Betul', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Yang manakah antara berikut merupakan alat kebesaran diraja
     I\tkeris
     II\ttombak
     III\tpedang
     IV\tlembing
A. I dan II
B. II dan III
C. II dan IV
D. I dan IV
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. I dan II', 'B. II dan III', 'C. II dan IV', 'D. I dan IV']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah maksud sejarah menurut Kamus Dewan?
A. Peristiwa yang benar-benar berlaku pada waktu lampau
B. Cerita yang menarik untuk dibaca
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Peristiwa yang benar-benar berlaku pada waktu lampau', 'B. Cerita yang menarik untuk dibaca']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Seni khat merupakan seni kaligrafi yang menggunakan tulisan ...... 
A. Rumi
B. Kana
C. Jawi
D. Roman
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Rumi', 'B. Kana', 'C. Jawi', 'D. Roman']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Australia terletak di dalam benua?
A. asia
B. afrika
C. oceania
D. amarika utara
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. asia', 'B. afrika', 'C. oceania', 'D. amarika utara']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Tonle Sap adalah tasik binaan pada zaman kerajaan Angkor. Bagaimanakah tasik ini memberi sumbangan kepada  kemajuan  pertanian kerajaan Angkor.
A. Air tasik tidak pernah susut sepanjang tahun
B. Air disalurkan ke kampung-kampung
C. Tanah di sekeliling sesuai untuk penanaman 
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Air tasik tidak pernah susut sepanjang tahun', 'B. Air disalurkan ke kampung-kampung', 'C. Tanah di sekeliling sesuai untuk penanaman']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Peningkatan suhu dunia menyebabkan berlaku pergeseran glasier kali kedua yang membentuk lima benua dan lima lautan.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Kepercayaan masyarakat zaman prasejarah di Malaysia turut ditunjukkan melalui budaya megalit yang merujuk kepada kewujudan batu besar yang tersusun rapi yang dipercayai mempunyai kaitan dengan amalan kepercayaan dan ritual.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah punca yang mencetuskan Perang Johor-Jambi pada kurun ke-17 ?
A. I dan II
B. I dan IV
C. II dan III
D. III dan IV
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. I dan II', 'B. I dan IV', 'C. II dan III', 'D. III dan IV']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Pedagang India telah menamakan Melaka sebagai Malakat yang bermaksud perhimpunan segala dagang.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Sistem
Hijabah
Mengapakah sistem tersebut diperkenalkan? 
A. Mengawal perbendaharaan negara
B. Menjaga keselamatan pemimpin negara
C. Mengelakkan campur tangan kuasa asing
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Mengawal perbendaharaan negara', 'B. Menjaga keselamatan pemimpin negara', 'C. Mengelakkan campur tangan kuasa asing']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Mengapakah Sistem Ahli diperkenalkan?
A. Permintaan Majlis Raja-raja
B. melatih pegawai-pegawai tempatan dalam pedtadbiran
C. Mengukuhkan penguasaan British
D. Mengukuhkan Pengaruh komunis
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Permintaan Majlis Raja-raja', 'B. melatih pegawai-pegawai tempatan dalam pedtadbiran', 'C. Mengukuhkan penguasaan British', 'D. Mengukuhkan Pengaruh komunis']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Permuafakatan pemimpin negara dapat dilihat semasa pembentukan Malaysia. Antara permuafakatan di bawah, yang manakah menunjukkan permuafakatan yang jitu pada masa tersebut?
A. Pembentukan Jawankuasa Perundingan Perpaduan Malaysia (JPPM)
B. Rombongan Kemerdekaan
C. Gagasan 1Malaysia
D. Wawasan 2020
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Pembentukan Jawankuasa Perundingan Perpaduan Malaysia (JPPM)', 'B. Rombongan Kemerdekaan', 'C. Gagasan 1Malaysia', 'D. Wawasan 2020']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Senarai berikut merujuk kepada bandar-bandar baru di tanah melayu
*taiping
*seremban
*kuala lumpur
apakah faktor kemunculan bandar tersebut
A. perusahaan getah
B. pusat perdagangan
C. perlombongan bijih timah
D. penemuan jalan perhubungan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. perusahaan getah', 'B. pusat perdagangan', 'C. perlombongan bijih timah', 'D. penemuan jalan perhubungan']",D
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Jawatankuasa Eksekutif yang dibetuk pada 25 Julai 1946 bersetuju dengan rancangan Malayan Union.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Matlamat penubuhan Persekutuan Malaysia adalah menghapuskan ancaman komunis di Sarawak dan Singapura.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Siapakah Perdana Menteri Malaysia yang Kedua?
A. Tun Dr Mahathir Muhammad
B. Datuk Seri Najib Tun Razak
C. Tun Razak bin Husain
D. Tun Hussein Onn
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Tun Dr Mahathir Muhammad', 'B. Datuk Seri Najib Tun Razak', 'C. Tun Razak bin Husain', 'D. Tun Hussein Onn']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Sultan Brunei telah menghantar Pangeran Raja Muda Hashim ke Sarawak. Apakah tujuannya ?
A. Menguasai ekonomi  Sarawak
B. Menamatkan pemberontakan di Sarawak  
C. Meningkatkan ekonomi bumiputera orang Sarawak
D. Membantu James Brooke menentang pemberontak
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Menguasai ekonomi  Sarawak', 'B. Menamatkan pemberontakan di Sarawak', 'C. Meningkatkan ekonomi bumiputera orang Sarawak', 'D. Membantu James Brooke menentang pemberontak']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Masihi ialah Zaman....
A. selepas kelahiran Nabi Muhammad s.a w.
B. selepas kelahiran Nabi Isa a.s.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. selepas kelahiran Nabi Muhammad s.a w.', 'B. selepas kelahiran Nabi Isa a.s.']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Mengapakah sistem penanaman secara bergilir diamalkan pada zaman Dinasti Tang di China
A. Mengekalkan kesuburan tanah
B. Meminimumkan kos
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Mengekalkan kesuburan tanah', 'B. Meminimumkan kos']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Di manakah Perjanjian Malaysia ditandatangani ?
A. London
B. Kuala Lumpur
C. Singapura
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. London', 'B. Kuala Lumpur', 'C. Singapura']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah nama sungai yang terdapat dalam Tamadun Mesopotamia?
A. Sungai Tigris
B. Sungai Huang He
C. Sungai Nil
D. Sungai Indus
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Sungai Tigris', 'B. Sungai Huang He', 'C. Sungai Nil', 'D. Sungai Indus']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Syarif Masahor dan Datu Patinggi Abdul Ghapur menentang James Brooke kerana menolak penguasaan James Brooke di Sungai Skrang.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Agama Buddha diasaskan oleh _____ 
A. Abidhamma Vitaka
B. Siddharta Gautama Buddha
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Abidhamma Vitaka', 'B. Siddharta Gautama Buddha']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Guru penolong Kanan HEM bertanggungjawab menguruskan  _____ 
A. hal ehwal dan kebajikan murid
B. hal ehwal sukan sekolah
C. program akademik
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. hal ehwal dan kebajikan murid', 'B. hal ehwal sukan sekolah', 'C. program akademik']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Mat Salleh menentang penguasaan SBUB di Sabah
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah kesan Perjanjian tahun 1824 terhadap empayar Johor-Riau?
A. kemerosotan ekonomi
B. Keadaan huru hara di Johor
C. Hakmilik ke atas Riau ditamatkan
D. Terbahagi kepada dua lingkungan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. kemerosotan ekonomi', 'B. Keadaan huru hara di Johor', 'C. Hakmilik ke atas Riau ditamatkan', 'D. Terbahagi kepada dua lingkungan']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Manakah antara pernyataan berikut tidak benar tentang peranan orang laut
A. Mereka menjaga perairan Selat Melaka.
B. Mereka membekalkan barangan daripada kawasan pedalaman
C. Mereka sentiasa setia dan menjalankan suruhan raja
D. Mereka mahir membaiki kapal
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Mereka menjaga perairan Selat Melaka.', 'B. Mereka membekalkan barangan daripada kawasan pedalaman', 'C. Mereka sentiasa setia dan menjalankan suruhan raja', 'D. Mereka mahir membaiki kapal']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Perang Dingin berlaku sejak tamatnya Perang Dunia Kedua hingga tahun 1989. Apakah punca yang mencetuskan peristiwa tersebut?
A. Perbezaan ideologi politik
B. Persaingan menguasai ekonomi
C. Pertelingkahan sempadan negara
D. Perjuangan menuntu kemerdekaan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Perbezaan ideologi politik', 'B. Persaingan menguasai ekonomi', 'C. Pertelingkahan sempadan negara', 'D. Perjuangan menuntu kemerdekaan']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Tanaman sampingan juga diusahakan oleh penduduk kerajaan agraria bagi menampung keperluan mereka.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah peristiwa penting yang berlaku pada 16 September 1963?
A. Penubuhan Persekutuan Tanah Melayu
B. Kerajaan Mengisytihar Darurat
C. Penubuhan Malaysia
D. Sabah dan Sarawak menyertai Malaysia
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Penubuhan Persekutuan Tanah Melayu', 'B. Kerajaan Mengisytihar Darurat', 'C. Penubuhan Malaysia', 'D. Sabah dan Sarawak menyertai Malaysia']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Dakwah secara rahsia dan  terbuka
Mengapakah pendekatan dakwah Islam secara rahsia peringkat awal Nabi Muhammad sangat penting?  (Hlm.109)
I\t   Bilangan umat Islam masih kecil.
II\t   Ajaran Islam masih belum lengkap
III\t   Orang ramai tidak dapat mengetahuinya.
IV        Satu strategi dalam penyebaran Islam.
A. I dan II
B. II dan III
C. III dan IV
D. I dan IV
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. I dan II', 'B. II dan III', 'C. III dan IV', 'D. I dan IV']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah matlamat penubuhan parti PKM?
A. Menubuhkan kerajaan Republik Komunis.
B. Melindungi Cina daripada penindasan kongsi gelap
C. Melatih anggota baru untuk menyebarkan fahaman komunis
D. Membebaskan Tanah Melayu daripada penjajahan British
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Menubuhkan kerajaan Republik Komunis.', 'B. Melindungi Cina daripada penindasan kongsi gelap', 'C. Melatih anggota baru untuk menyebarkan fahaman komunis', 'D. Membebaskan Tanah Melayu daripada penjajahan British']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Kerajaan Agraria menyediakan sumber makanan seperti beras dan tenaga kerja seperti gajah kepada masyarakat maritim.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Antara berikut, yang manakah kegiatan utama kerajaan maritim?
A. Pertanian
B. Perdagangan
C. Perindustrian
D. Perlombongan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Pertanian', 'B. Perdagangan', 'C. Perindustrian', 'D. Perlombongan']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Pada tahun 1770, Sultan Muhammad Jiwa melantik Tunku Abdullah menjadi Raja Muda Kedah. Apakah kesan daripada peristiwa itu?
A. Kehilangan kuasa pembesar
B. Kedaulatan negeri tergugat
C. Kesejahteraan rakyat terjejas
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Kehilangan kuasa pembesar', 'B. Kedaulatan negeri tergugat', 'C. Kesejahteraan rakyat terjejas']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Dalam Bab 1 ada menerangkan konsep tamadun dan menyatakan enam ciri tamadun manusia.
A.Betul
B.Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A.Betul', 'B.Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Tokoh tempatan yang menentang British di negeri Pahang ialah  _____ 
A. Dol said
B. Rentap
C. Dato' Bahaman
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Dol said', 'B. Rentap', ""C. Dato' Bahaman""]",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

* Gerila Kinabalu
* Askar Melayu Setia
* Pasukan Wataniah Pahang
Apakah yang dapat dikaitkan dengan maklumat berikut?
A. Menentang penjajahan Jepun
B. Menentang Bintang Tiga
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Menentang penjajahan Jepun', 'B. Menentang Bintang Tiga']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Orang Kelabit dan Kenyah mengamalkan adat resam melukis tatu / mencacah badan dengan pelbagai corak.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Tokoh pejuang Dol Said berasal dari negeri mana?
A. Melaka
B. Pahang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Melaka', 'B. Pahang']",B
